result,datatype,encoding,compressor,column,row,start_time/ms,end_time/ms,import_elapsed_time/s,query_elapsed_time/s,data_size/b,compression_rate,tsfile_count
result,INT32,CHIMP,LZMA2,1,1000w,1683134104964,1683134412308,87.618,215.519,1989658,96.3985,115
result,INT32,CHIMP,LZMA2,3,10w,1683134438439,1683134452408,3.182,7.332,50262,54.81491,1
result,INT32,CHIMP,LZMA2,3,100w,1683134478532,1683134554945,14.26,58.754,507426,54.29384,11
result,INT32,CHIMP,LZMA2,3,1000w,1683134581053,1683135307540,113.318,608.236,5076293,54.27191,115
result,INT32,CHIMP,LZMA2,5,10w,1683135333662,1683135352076,3.407,10.541,82083,43.66525,1
result,INT32,CHIMP,LZMA2,5,100w,1683135378196,1683135496837,21.515,93.593,828071,43.28152,11
result,INT32,CHIMP,LZMA2,5,1000w,1683135522935,1683136575167,137.924,908.574,8281069,43.27946,115
result,INT32,SPRINTZ,UNCOMPRESSED,1,10w,1683136601284,1683136610578,2.818,3.777,178049,10.77254,1
result,INT32,SPRINTZ,UNCOMPRESSED,1,100w,1683136636696,1683136677796,11.382,26.856,1780908,10.76981,11
result,INT32,SPRINTZ,UNCOMPRESSED,1,1000w,1683136703902,1683137051972,87.486,256.565,17810113,10.76916,115
result,INT32,SPRINTZ,UNCOMPRESSED,3,10w,1683137078082,1683137092720,3.27,8.655,538381,5.1174,1
result,INT32,SPRINTZ,UNCOMPRESSED,3,100w,1683137118830,1683137212590,13.912,77.037,5384483,5.11657,11
result,INT32,SPRINTZ,UNCOMPRESSED,3,1000w,1683137238704,1683138061087,113.571,704.263,53844827,5.11656,115
result,INT32,SPRINTZ,UNCOMPRESSED,5,10w,1683138087204,1683138106868,3.586,13.337,890849,4.02333,1
result,INT32,SPRINTZ,UNCOMPRESSED,5,100w,1683138132978,1683138279134,15.816,127.455,8909790,4.02256,11
result,INT32,SPRINTZ,UNCOMPRESSED,5,1000w,1683138305255,1683139666006,135.024,1221.001,89099768,4.02246,115
result,INT32,SPRINTZ,SNAPPY,1,10w,1683139692129,1683139701527,2.773,3.85,27725,69.18121,1
result,INT32,SPRINTZ,SNAPPY,1,100w,1683139727642,1683139765890,11.404,23.999,279131,68.71343,11
result,INT32,SPRINTZ,SNAPPY,1,1000w,1683139791997,1683140110821,86.499,228.294,2793769,68.65279,115
result,INT32,SPRINTZ,SNAPPY,3,10w,1683140136927,1683140150717,3.22,7.84,85228,32.32666,1
result,INT32,SPRINTZ,SNAPPY,3,100w,1683140176837,1683140260980,13.763,67.425,857536,32.12709,11
result,INT32,SPRINTZ,SNAPPY,3,1000w,1683140287091,1683141066205,114.91,659.574,8582450,32.10041,115
result,INT32,SPRINTZ,SNAPPY,5,10w,1683141092323,1683141110606,3.455,12.051,139548,25.68453,1
result,INT32,SPRINTZ,SNAPPY,5,100w,1683141136712,1683141264040,16.128,108.281,1404302,25.52174,11
result,INT32,SPRINTZ,SNAPPY,5,1000w,1683141290131,1683142416033,137.129,983.922,14054868,25.50008,115
result,INT32,SPRINTZ,LZ4,1,10w,1683142442152,1683142451153,2.8,3.453,21374,89.7372,1
result,INT32,SPRINTZ,LZ4,1,100w,1683142477268,1683142513847,11.414,22.402,215797,88.88003,11
result,INT32,SPRINTZ,LZ4,1,1000w,1683142539949,1683142845043,85.443,215.828,2160778,88.76434,115
result,INT32,SPRINTZ,LZ4,3,10w,1683142871142,1683142883997,3.22,6.911,64065,43.00506,1
result,INT32,SPRINTZ,LZ4,3,100w,1683142910121,1683142988926,13.943,61.96,646386,42.62178,11
result,INT32,SPRINTZ,LZ4,3,1000w,1683143015040,1683143696472,112.998,563.848,6469838,42.58223,115
result,INT32,SPRINTZ,LZ4,5,10w,1683143722587,1683143739048,3.516,10.194,105992,33.81571,1
result,INT32,SPRINTZ,LZ4,5,100w,1683143765138,1683143884397,16.513,99.752,1069626,33.50722,11
result,INT32,SPRINTZ,LZ4,5,1000w,1683143910503,1683144954375,132.49,906.686,10708175,33.46977,115
result,INT32,SPRINTZ,GZIP,1,10w,1683144980483,1683144989338,2.799,3.354,20657,92.85182,1
result,INT32,SPRINTZ,GZIP,1,100w,1683145015451,1683145053055,11.882,22.802,208277,92.08909,11
result,INT32,SPRINTZ,GZIP,1,1000w,1683145079144,1683145389585,86.443,219.99,2083868,92.0404,115
result,INT32,SPRINTZ,GZIP,3,10w,1683145415700,1683145429284,3.165,7.678,61876,44.52631,1
result,INT32,SPRINTZ,GZIP,3,100w,1683145455593,1683145538163,13.942,65.731,623727,44.17014,11
result,INT32,SPRINTZ,GZIP,3,1000w,1683145564282,1683146257202,113.306,575.035,6240084,44.15006,115
result,INT32,SPRINTZ,GZIP,5,10w,1683146283316,1683146301141,3.675,11.407,102327,35.02673,1
result,INT32,SPRINTZ,GZIP,5,100w,1683146327251,1683146439682,16.387,93.154,1031506,34.74549,11
result,INT32,SPRINTZ,GZIP,5,1000w,1683146465791,1683147619870,136.347,1012.825,10320246,34.72787,115
result,INT32,SPRINTZ,ZSTD,1,10w,1683147645990,1683147654925,2.881,3.314,18210,105.329,1
result,INT32,SPRINTZ,ZSTD,1,100w,1683147681045,1683147718553,11.439,23.269,183810,104.3471,11
result,INT32,SPRINTZ,ZSTD,1,1000w,1683147744650,1683148059965,89.538,221.746,1839271,104.28047,115
result,INT32,SPRINTZ,ZSTD,3,10w,1683148086085,1683148099871,3.233,7.768,54579,50.47936,1
result,INT32,SPRINTZ,ZSTD,3,100w,1683148125978,1683148202287,13.894,59.425,550516,50.04416,11
result,INT32,SPRINTZ,ZSTD,3,1000w,1683148228410,1683148944088,111.726,599.376,5506636,50.03057,115
result,INT32,SPRINTZ,ZSTD,5,10w,1683148970196,1683148987015,3.486,10.546,90192,39.7395,1
result,INT32,SPRINTZ,ZSTD,5,100w,1683149013122,1683149134774,16.052,102.716,909725,39.39672,11
result,INT32,SPRINTZ,ZSTD,5,1000w,1683149160894,1683150229145,135.268,928.254,9099959,39.38481,115
result,INT32,SPRINTZ,LZMA2,1,10w,1683150255270,1683150264405,2.825,3.514,19300,99.38036,1
result,INT32,SPRINTZ,LZMA2,1,100w,1683150290529,1683150328925,12.106,23.367,194641,98.5406,11
result,INT32,SPRINTZ,LZMA2,1,1000w,1683150355050,1683150670629,85.713,225.87,1947018,98.50964,115
result,INT32,SPRINTZ,LZMA2,3,10w,1683150696734,1683150710814,3.168,7.367,57863,47.61442,1
result,INT32,SPRINTZ,LZMA2,3,100w,1683150736925,1683150822064,14.848,66.98,583394,47.22385,11
result,INT32,SPRINTZ,LZMA2,3,1000w,1683150848178,1683151550801,112.802,584.863,5835171,47.21372,115
result,INT32,SPRINTZ,LZMA2,5,10w,1683151576914,1683151596588,3.523,11.629,95650,37.47188,1
result,INT32,SPRINTZ,LZMA2,5,100w,1683151622698,1683151741460,16.65,98.607,964385,37.16377,11
result,INT32,SPRINTZ,LZMA2,5,1000w,1683151767575,1683152860981,136.295,951.632,9646548,37.15321,115
result,INT32,RLBE,UNCOMPRESSED,1,10w,1683152887099,1683152896721,2.835,3.512,351960,5.4496,1
result,INT32,RLBE,UNCOMPRESSED,1,100w,1683152922850,1683152965404,13.173,25.594,3520741,5.44773,11
result,INT32,RLBE,UNCOMPRESSED,1,1000w,1683152991524,1683153336431,95.141,244.988,35214773,5.44658,115
result,INT32,RLBE,UNCOMPRESSED,3,10w,1683153362543,1683153381428,3.225,7.806,1060487,2.59797,1
result,INT32,RLBE,UNCOMPRESSED,3,100w,1683153407559,1683153500513,15.623,72.48,10605595,2.5977,11
result,INT32,RLBE,UNCOMPRESSED,3,1000w,1683153526633,1683154370507,124.117,713.152,106058720,2.59762,115
result,INT32,RLBE,UNCOMPRESSED,5,10w,1683154396618,1683154420121,3.551,11.784,1774881,2.0194,1
result,INT32,RLBE,UNCOMPRESSED,5,100w,1683154446235,1683154576645,17.784,105.721,17748397,2.01935,11
result,INT32,RLBE,UNCOMPRESSED,5,1000w,1683161838477,1683163165283,152.924,1163.943,177476582,2.01942,115
result,INT32,RLBE,SNAPPY,1,10w,1683163191408,1683163200660,2.72,3.282,47866,40.07116,1
result,INT32,RLBE,SNAPPY,1,100w,1683163226777,1683163266727,13.316,22.934,478616,40.07398,11
result,INT32,RLBE,SNAPPY,1,1000w,1683163292851,1683163610704,96.281,215.994,4783284,40.09798,115
result,INT32,RLBE,SNAPPY,3,10w,1683163636825,1683163656514,3.145,6.878,274209,10.04755,1
result,INT32,RLBE,SNAPPY,3,100w,1683163682616,1683163764882,15.197,62.235,2748960,10.02202,11
result,INT32,RLBE,SNAPPY,3,1000w,1683163791009,1683164484571,124.378,561.52,27536970,10.00474,115
result,INT32,RLBE,SNAPPY,5,10w,1683164510686,1683164535465,3.351,10.316,431836,8.29993,1
result,INT32,RLBE,SNAPPY,5,100w,1683164561572,1683164685352,17.442,99.254,4340182,8.25777,11
result,INT32,RLBE,SNAPPY,5,1000w,1683164711470,1683165765933,153.064,893.2,43560655,8.22761,115
result,INT32,RLBE,LZ4,1,10w,1683165792049,1683165801311,2.8,3.193,34958,54.86698,1
result,INT32,RLBE,LZ4,1,100w,1683165827433,1683165865554,12.97,21.639,350390,54.73912,11
result,INT32,RLBE,LZ4,1,1000w,1683165891680,1683166195827,96.594,202.772,3507395,54.68447,115
result,INT32,RLBE,LZ4,3,10w,1683166221942,1683166236791,3.384,6.155,235454,11.70127,1
result,INT32,RLBE,LZ4,3,100w,1683166262901,1683166335735,15.3,52.741,2354537,11.70086,11
result,INT32,RLBE,LZ4,3,1000w,1683166361841,1683166995611,122.243,504.896,23540138,11.70342,115
result,INT32,RLBE,LZ4,5,10w,1683167021730,1683167043507,3.45,10.261,369831,9.6914,1
result,INT32,RLBE,LZ4,5,100w,1683167069623,1683167186441,17.453,92.384,3705001,9.67346,11
result,INT32,RLBE,LZ4,5,1000w,1683167212546,1683168294460,153.853,919.606,37092918,9.66223,115
result,INT32,RLBE,GZIP,1,10w,1683168320570,1683168330187,2.728,3.249,34044,56.33994,1
result,INT32,RLBE,GZIP,1,100w,1683168356299,1683168394639,13.017,21.85,343893,55.77327,11
result,INT32,RLBE,GZIP,1,1000w,1683168420744,1683168728096,96.245,206.345,3462675,55.39071,115
result,INT32,RLBE,GZIP,3,10w,1683168754215,1683168772848,3.089,6.99,206505,13.34157,1
result,INT32,RLBE,GZIP,3,100w,1683168798963,1683168873821,15.253,54.807,2071391,13.30029,11
result,INT32,RLBE,GZIP,3,1000w,1683168899941,1683169566527,120.612,539.289,20755820,13.27339,115
result,INT32,RLBE,GZIP,5,10w,1683169592636,1683169613931,3.299,9.669,325985,10.99488,1
result,INT32,RLBE,GZIP,5,100w,1683169640069,1683169758722,17.494,94.243,3268464,10.96545,11
result,INT32,RLBE,GZIP,5,1000w,1683169784831,1683170874652,152.948,928.381,32739601,10.94699,115
result,INT32,RLBE,ZSTD,1,10w,1683170900768,1683170909970,2.764,3.194,30759,62.35697,1
result,INT32,RLBE,ZSTD,1,100w,1683170936111,1683170974019,12.765,21.729,309910,61.88906,11
result,INT32,RLBE,ZSTD,1,1000w,1683171000132,1683171305422,93.12,207.369,3111730,61.63775,115
result,INT32,RLBE,ZSTD,3,10w,1683171331539,1683171347518,3.059,6.913,196567,14.01611,1
result,INT32,RLBE,ZSTD,3,100w,1683171373626,1683171448488,15.528,54.549,1967567,14.00212,11
result,INT32,RLBE,ZSTD,3,1000w,1683171474588,1683172134559,122.334,530.927,19682484,13.99722,115
result,INT32,RLBE,ZSTD,5,10w,1683172160672,1683172182032,3.487,9.704,309969,11.563,1
result,INT32,RLBE,ZSTD,5,100w,1683172208136,1683172322102,17.79,89.241,3103992,11.54648,11
result,INT32,RLBE,ZSTD,5,1000w,1683172348235,1683173464680,151.227,956.663,31055396,11.54067,115
result,INT32,RLBE,LZMA2,1,10w,1683173490794,1683173501776,2.835,3.535,34768,55.16676,1
result,INT32,RLBE,LZMA2,1,100w,1683173527888,1683173568525,13.992,22.299,349683,54.84979,11
result,INT32,RLBE,LZMA2,1,1000w,1683173594635,1683173913777,100.921,212.502,3508624,54.66532,115
result,INT32,RLBE,LZMA2,3,10w,1683173939890,1683173958773,3.335,6.966,208258,13.22928,1
result,INT32,RLBE,LZMA2,3,100w,1683173984892,1683174070912,17.097,60.638,2088813,13.18936,11
result,INT32,RLBE,LZMA2,3,1000w,1683174097023,1683174857958,152.5,598.905,20920526,13.16889,115
result,INT32,RLBE,LZMA2,5,10w,1683174884091,1683174912938,3.438,10.314,329492,10.87787,1
result,INT32,RLBE,LZMA2,5,100w,1683174939051,1683175061167,20.139,89.511,3303874,10.84792,11
result,INT32,RLBE,LZMA2,5,1000w,1683175087275,1683176257620,194.465,960.903,33085880,10.83242,115
result,DOUBLE,PLAIN,UNCOMPRESSED,1,10w,1682693340691,1682693350720,3.391,3.592,819861,3.67383,1
result,DOUBLE,PLAIN,UNCOMPRESSED,1,100w,1682693376841,1682693415999,12.688,23.293,8198965,3.67364,11
result,DOUBLE,PLAIN,UNCOMPRESSED,1,1000w,1682693442109,1682693761557,93.34,219.759,81991176,3.67357,115
result,DOUBLE,PLAIN,UNCOMPRESSED,3,10w,1682693787684,1682693801162,3.412,7.168,2459075,2.44892,1
result,DOUBLE,PLAIN,UNCOMPRESSED,3,100w,1682693827298,1682693907177,15.079,61.457,24591307,2.44884,11
result,DOUBLE,PLAIN,UNCOMPRESSED,3,1000w,1682693933303,1682694674515,123.959,608.509,245915108,2.44881,115
result,DOUBLE,PLAIN,UNCOMPRESSED,5,10w,1682694700664,1682694717468,3.697,10.191,4098277,2.20608,1
result,DOUBLE,PLAIN,UNCOMPRESSED,5,100w,1682694743604,1682694857240,18.393,91.963,40983517,2.20601,11
result,DOUBLE,PLAIN,UNCOMPRESSED,5,1000w,1682694883359,1682696007334,157.931,958.132,409837660,2.206,115
result,DOUBLE,PLAIN,SNAPPY,1,10w,1682696033501,1682696042466,2.904,3.154,54519,55.24768,1
result,DOUBLE,PLAIN,SNAPPY,1,100w,1682696068600,1682696103725,12.016,20.064,545506,55.21488,11
result,DOUBLE,PLAIN,SNAPPY,1,1000w,1682696129854,1682696417592,92.542,188.905,5463496,55.12954,115
result,DOUBLE,PLAIN,SNAPPY,3,10w,1682696443704,1682696455840,3.302,5.976,163094,36.92431,1
result,DOUBLE,PLAIN,SNAPPY,3,100w,1682696481955,1682696549579,15.63,48.566,1631425,36.9126,11
result,DOUBLE,PLAIN,SNAPPY,3,1000w,1682696575687,1682697192547,128.297,480.926,16337243,36.86057,115
result,DOUBLE,PLAIN,SNAPPY,5,10w,1682697218673,1682697234425,3.696,9.173,271654,33.28212,1
result,DOUBLE,PLAIN,SNAPPY,5,100w,1682697260539,1682697356060,17.755,74.387,2719349,33.24701,11
result,DOUBLE,PLAIN,SNAPPY,5,1000w,1682697382162,1682698296855,155.603,751.468,27251363,33.17633,115
result,DOUBLE,PLAIN,LZ4,1,10w,1682698322961,1682698331878,3.043,3.011,20456,147.24492,1
result,DOUBLE,PLAIN,LZ4,1,100w,1682698358001,1682698393005,12.24,19.537,204847,147.03677,11
result,DOUBLE,PLAIN,LZ4,1,1000w,1682698419120,1682698694618,92.423,178.036,2057134,146.41732,115
result,DOUBLE,PLAIN,LZ4,3,10w,1682698720733,1682698732812,3.312,5.943,60899,98.88694,1
result,DOUBLE,PLAIN,LZ4,3,100w,1682698758942,1682698821248,15.135,44.148,609382,98.82162,11
result,DOUBLE,PLAIN,LZ4,3,1000w,1682698847368,1682699398027,126.985,417.601,6117467,98.43945,115
result,DOUBLE,PLAIN,LZ4,5,10w,1682699424145,1682699438854,3.605,8.239,101335,89.2208,1
result,DOUBLE,PLAIN,LZ4,5,100w,1682699464955,1682699555322,18.117,69.052,1013840,89.17599,11
result,DOUBLE,PLAIN,LZ4,5,1000w,1682699581444,1682700473704,154.517,729.936,10176995,88.83764,115
result,DOUBLE,PLAIN,GZIP,1,10w,1682700499812,1682700508540,2.924,2.966,20768,145.03269,1
result,DOUBLE,PLAIN,GZIP,1,100w,1682700534656,1682700568522,11.988,18.888,208050,144.77308,11
result,DOUBLE,PLAIN,GZIP,1,1000w,1682700594632,1682700879888,93.0,183.523,2088901,144.19067,115
result,DOUBLE,PLAIN,GZIP,3,10w,1682700905994,1682700918232,3.326,6.127,61846,97.37262,1
result,DOUBLE,PLAIN,GZIP,3,100w,1682700944347,1682701011591,15.69,48.259,618995,97.2869,11
result,DOUBLE,PLAIN,GZIP,3,1000w,1682701037709,1682701603195,126.271,432.727,6212884,96.92763,115
result,DOUBLE,PLAIN,GZIP,5,10w,1682701629315,1682701644577,3.648,8.72,102950,87.82103,1
result,DOUBLE,PLAIN,GZIP,5,100w,1682701670679,1682701769214,18.13,76.35,1030308,87.75063,11
result,DOUBLE,PLAIN,GZIP,5,1000w,1682701795325,1682702656351,157.115,689.696,10340326,87.4344,115
result,DOUBLE,PLAIN,ZSTD,1,10w,1682702682476,1682702691630,3.041,3.258,14767,203.97102,1
result,DOUBLE,PLAIN,ZSTD,1,100w,1682702717766,1682702752150,12.176,19.102,147956,203.57431,11
result,DOUBLE,PLAIN,ZSTD,1,1000w,1682702778264,1682703056396,94.826,178.498,1486025,202.68841,115
result,DOUBLE,PLAIN,ZSTD,3,10w,1682703082511,1682703094599,3.39,5.85,43795,137.50679,1
result,DOUBLE,PLAIN,ZSTD,3,100w,1682703120715,1682703184297,14.982,45.491,438396,137.36464,11
result,DOUBLE,PLAIN,ZSTD,3,1000w,1682703210420,1682703777426,121.627,438.916,4400330,136.8534,115
result,DOUBLE,PLAIN,ZSTD,5,10w,1682703803554,1682703819030,3.853,8.636,72768,124.24665,1
result,DOUBLE,PLAIN,ZSTD,5,100w,1682703845168,1682703942926,18.812,75.637,728297,124.13916,11
result,DOUBLE,PLAIN,ZSTD,5,1000w,1682703969031,1682704819115,154.81,687.561,7309083,123.69543,115
result,DOUBLE,PLAIN,LZMA2,1,10w,1682704845228,1682704854119,2.935,3.143,15977,188.5235,1
result,DOUBLE,PLAIN,LZMA2,1,100w,1682704880242,1682704915665,12.683,19.573,160136,188.09037,11
result,DOUBLE,PLAIN,LZMA2,1,1000w,1682704941780,1682705225942,95.68,184.01,1608095,187.30239,115
result,DOUBLE,PLAIN,LZMA2,3,10w,1682705252079,1682705265633,3.378,6.173,47442,126.93626,1
result,DOUBLE,PLAIN,LZMA2,3,100w,1682705291748,1682705357132,15.59,46.202,475021,126.77357,11
result,DOUBLE,PLAIN,LZMA2,3,1000w,1682705383250,1682706009812,134.347,485.352,4768734,126.28092,115
result,DOUBLE,PLAIN,LZMA2,5,10w,1682706035938,1682706054442,3.858,9.084,78856,114.65431,1
result,DOUBLE,PLAIN,LZMA2,5,100w,1682706080581,1682706183029,18.809,79.386,789445,114.52372,11
result,DOUBLE,PLAIN,LZMA2,5,1000w,1682706209141,1682707150150,159.178,771.77,7922932,114.11182,115
result,DOUBLE,RLE,UNCOMPRESSED,1,10w,1682707176290,1682707185934,2.983,3.837,245355,12.27626,1
result,DOUBLE,RLE,UNCOMPRESSED,1,100w,1682707212044,1682707252913,12.675,25.292,2453929,12.27421,11
result,DOUBLE,RLE,UNCOMPRESSED,1,1000w,1682707279031,1682707619884,95.327,240.649,24540664,12.27351,115
result,DOUBLE,RLE,UNCOMPRESSED,3,10w,1682707646009,1682707659854,3.52,7.526,735533,8.18741,1
result,DOUBLE,RLE,UNCOMPRESSED,3,100w,1682707685963,1682707773804,15.554,69.022,7355935,8.1866,11
result,DOUBLE,RLE,UNCOMPRESSED,3,1000w,1682707799915,1682708579741,130.075,641.2,73560812,8.18643,115
result,DOUBLE,RLE,UNCOMPRESSED,5,10w,1682708605851,1682708625035,3.624,12.681,1225711,7.37628,1
result,DOUBLE,RLE,UNCOMPRESSED,5,100w,1682708651130,1682708787859,18.801,114.089,12257941,7.37564,11
result,DOUBLE,RLE,UNCOMPRESSED,5,1000w,1682708813975,1682709980185,153.171,1004.672,122580960,7.37554,115
result,DOUBLE,RLE,SNAPPY,1,10w,1682710006306,1682710015461,2.961,3.374,21780,138.29412,1
result,DOUBLE,RLE,SNAPPY,1,100w,1682710041571,1682710079311,12.449,22.317,218394,137.91609,11
result,DOUBLE,RLE,SNAPPY,1,1000w,1682710105402,1682710412200,92.288,209.961,2189444,137.56919,115
result,DOUBLE,RLE,SNAPPY,3,10w,1682710438307,1682710451733,3.478,7.141,64847,92.86672,1
result,DOUBLE,RLE,SNAPPY,3,100w,1682710477863,1682710558496,16.419,61.033,649652,92.69598,11
result,DOUBLE,RLE,SNAPPY,3,1000w,1682710584616,1682711294347,122.107,581.43,6511089,92.48839,115
result,DOUBLE,RLE,SNAPPY,5,10w,1682711320455,1682711337217,3.642,10.31,107913,83.7824,1
result,DOUBLE,RLE,SNAPPY,5,100w,1682711363335,1682711480766,18.378,95.778,1080894,83.64392,11
result,DOUBLE,RLE,SNAPPY,5,1000w,1682711506869,1682712541305,159.602,867.158,10832407,83.46254,115
result,DOUBLE,RLE,LZ4,1,10w,1682712567412,1682712576200,2.879,3.123,12923,233.07591,1
result,DOUBLE,RLE,LZ4,1,100w,1682712602307,1682712638221,11.732,21.178,129827,232.00136,11
result,DOUBLE,RLE,LZ4,1,1000w,1682712664348,1682712957741,91.008,197.685,1304509,230.8915,115
result,DOUBLE,RLE,LZ4,3,10w,1682712983858,1682712996067,3.298,6.156,38306,157.21062,1
result,DOUBLE,RLE,LZ4,3,100w,1682713022172,1682713088750,14.781,48.758,384327,156.68977,11
result,DOUBLE,RLE,LZ4,3,1000w,1682713114864,1682713733709,126.56,485.937,3859253,156.04059,115
result,DOUBLE,RLE,LZ4,5,10w,1682713759830,1682713776359,3.706,9.926,63690,141.95604,1
result,DOUBLE,RLE,LZ4,5,100w,1682713802475,1682713904476,18.203,80.574,638841,141.52219,11
result,DOUBLE,RLE,LZ4,5,1000w,1682713930582,1682714878433,151.281,788.828,6414059,140.95601,115
result,DOUBLE,RLE,GZIP,1,10w,1682714904540,1682714913610,3.015,3.21,10957,274.89614,1
result,DOUBLE,RLE,GZIP,1,100w,1682714940142,1682714976776,12.018,21.658,110200,273.32157,11
result,DOUBLE,RLE,GZIP,1,1000w,1682715002896,1682715301568,90.593,203.253,1107918,271.86131,115
result,DOUBLE,RLE,GZIP,3,10w,1682715327685,1682715340295,3.396,6.329,32409,185.8157,1
result,DOUBLE,RLE,GZIP,3,100w,1682715366405,1682715443439,16.032,57.914,325641,184.92788,11
result,DOUBLE,RLE,GZIP,3,1000w,1682715469542,1682716158018,129.609,552.534,3271568,184.07079,115
result,DOUBLE,RLE,GZIP,5,10w,1682716184128,1682716200961,3.746,10.254,53919,167.6805,1
result,DOUBLE,RLE,GZIP,5,100w,1682716227067,1682716332922,18.066,84.593,541154,167.0692,11
result,DOUBLE,RLE,GZIP,5,1000w,1682716359033,1682717323529,154.099,802.634,5432439,166.4262,115
result,DOUBLE,RLE,ZSTD,1,10w,1682717349619,1682717358420,2.827,3.172,8482,355.10941,1
result,DOUBLE,RLE,ZSTD,1,100w,1682717384528,1682717420300,11.505,21.279,85090,353.97859,11
result,DOUBLE,RLE,ZSTD,1,1000w,1682717446413,1682717745838,89.957,204.665,853314,352.97679,115
result,DOUBLE,RLE,ZSTD,3,10w,1682717771954,1682717785255,3.527,6.9,24974,241.13494,1
result,DOUBLE,RLE,ZSTD,3,100w,1682717811366,1682717883439,15.754,52.958,250152,240.73405,11
result,DOUBLE,RLE,ZSTD,3,1000w,1682717909556,1682718599290,124.313,559.065,2506868,240.22011,115
result,DOUBLE,RLE,ZSTD,5,10w,1682718625413,1682718641444,3.793,9.261,41453,218.10653,1
result,DOUBLE,RLE,ZSTD,5,100w,1682718667564,1682718832445,18.297,91.172,415188,217.75718,11
result,DOUBLE,RLE,ZSTD,5,1000w,1682718858540,1682719819286,152.858,800.032,4161074,217.27568,115
result,DOUBLE,RLE,LZMA2,1,10w,1682719845395,1682719854434,2.936,3.258,9900,304.24626,1
result,DOUBLE,RLE,LZMA2,1,100w,1682719882125,1682719971193,12.493,21.568,99486,302.75655,11
result,DOUBLE,RLE,LZMA2,1,1000w,1682719997307,1682720300479,93.267,205.041,998808,301.5595,115
result,DOUBLE,RLE,LZMA2,3,10w,1682720326610,1682720340873,3.639,6.446,29218,206.10938,1
result,DOUBLE,RLE,LZMA2,3,100w,1682720366984,1682720439647,14.979,54.209,293024,205.51253,11
result,DOUBLE,RLE,LZMA2,3,1000w,1682720465756,1682721114153,123.039,518.745,2938986,204.90064,115
result,DOUBLE,RLE,LZMA2,5,10w,1682721140269,1682721159198,3.588,10.2,48553,186.21239,1
result,DOUBLE,RLE,LZMA2,5,100w,1682721185314,1682721293255,19.034,84.932,486689,185.7658,11
result,DOUBLE,RLE,LZMA2,5,1000w,1682721319360,1682722388824,157.556,903.508,4880207,185.25857,115
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,1,10w,1682722414941,1682722424514,3.067,3.724,261733,11.50806,1
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,1,100w,1682722450635,1682722492584,12.011,27.044,2617814,11.5058,11
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,1,1000w,1682722518697,1682722878923,95.869,259.634,26178982,11.50541,115
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,3,10w,1682722905048,1682722919911,3.362,8.694,784643,7.67496,1
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,3,100w,1682722946019,1682723034890,15.292,70.173,7847326,7.67397,11
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,3,1000w,1682723061014,1682723911827,124.336,717.98,78473006,7.67398,115
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,5,10w,1682723937953,1682723957849,3.714,13.396,1319873,6.85003,1
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,5,100w,1682723983962,1682724128945,17.898,124.019,13200038,6.84924,11
result,DOUBLE,TS_2DIFF,UNCOMPRESSED,5,1000w,1682724155066,1682725533703,153.584,1217.481,131999043,6.84929,115
result,DOUBLE,TS_2DIFF,SNAPPY,1,10w,1682725559840,1682725569088,2.946,3.525,37376,80.58784,1
result,DOUBLE,TS_2DIFF,SNAPPY,1,100w,1682725595202,1682725636124,11.743,24.294,374409,80.44692,11
result,DOUBLE,TS_2DIFF,SNAPPY,1,1000w,1682725662234,1682725988576,90.396,231.259,3738476,80.5676,115
result,DOUBLE,TS_2DIFF,SNAPPY,3,10w,1682726014688,1682726027954,3.32,7.174,108745,55.37857,1
result,DOUBLE,TS_2DIFF,SNAPPY,3,100w,1682726054075,1682726133983,15.175,61.734,1092124,55.14039,11
result,DOUBLE,TS_2DIFF,SNAPPY,3,1000w,1682726160087,1682726888158,122.205,599.896,10928118,55.10557,115
result,DOUBLE,TS_2DIFF,SNAPPY,5,10w,1682726914256,1682726931554,3.616,10.812,192613,46.9399,1
result,DOUBLE,TS_2DIFF,SNAPPY,5,100w,1682726957673,1682727089352,17.621,110.88,1934868,46.72682,11
result,DOUBLE,TS_2DIFF,SNAPPY,5,1000w,1682727118005,1682728265530,150.612,989.35,19364403,46.68877,115
result,DOUBLE,TS_2DIFF,LZ4,1,10w,1682728291652,1682728300719,2.92,3.36,31523,95.55071,1
result,DOUBLE,TS_2DIFF,LZ4,1,100w,1682728329688,1682728367124,11.799,22.686,315688,95.4108,11
result,DOUBLE,TS_2DIFF,LZ4,1,1000w,1682728393225,1682728704582,88.737,218.038,3148760,95.65672,115
result,DOUBLE,TS_2DIFF,LZ4,3,10w,1682728730706,1682728743902,3.318,7.091,91047,66.14304,1
result,DOUBLE,TS_2DIFF,LZ4,3,100w,1682728770017,1682728850370,15.005,62.338,914604,65.84284,11
result,DOUBLE,TS_2DIFF,LZ4,3,1000w,1682728876499,1682729570443,124.218,563.842,9144892,65.85098,115
